1,1,77,818,1061,11,245,125,93,33,365,235,143,94,67,43,24,30
1,2,79,818,1061,11,244,126,93,33,366,235,143,94,66,44,24,30
1,3,80,815,1064,11,244,126,93,33,365,237,143,94,66,44,24,30
1,4,82,815,1063,11,243,127,93,33,367,236,145,93,66,44,25,28
1,5,82,815,1062,9,245,127,93,33,367,236,145,93,66,44,25,26
1,6,80,816,1063,9,245,127,93,33,368,235,145,94,66,44,25,26
1,7,81,813,1066,9,245,127,93,33,367,236,145,94,65,45,25,26
1,8,81,812,1067,9,245,127,93,33,367,236,146,94,65,45,25,26
1,9,81,811,1068,11,245,127,92,34,368,236,146,94,65,45,25,26
1,10,77,815,1069,12,245,127,92,34,367,238,146,93,66,45,25,26
1,11,76,815,1070,11,245,127,91,35,366,237,148,93,66,45,25,26
1,12,78,815,1071,11,244,128,91,35,367,237,147,94,65,45,26,26
1,13,79,815,1071,11,243,129,90,35,367,238,147,93,65,45,26,26
1,14,82,815,1071,11,243,129,90,35,367,238,148,93,65,45,26,26
1,15,84,815,1071,11,242,130,90,35,367,239,148,92,66,45,26,26
1,16,86,813,1074,9,244,130,90,35,368,237,150,91,67,45,26,26
1,17,87,816,1074,10,243,131,90,35,370,235,152,90,68,45,26,26
1,18,86,816,1074,11,243,131,90,35,370,235,152,89,69,45,26,25
1,19,87,815,1076,11,242,132,90,35,372,235,152,89,69,45,26,25
1,20,90,815,1077,12,241,132,91,35,373,236,152,88,68,47,26,25
1,21,89,815,1077,10,242,132,91,35,370,239,151,89,68,47,26,25
1,22,89,815,1075,11,242,131,91,34,368,239,151,90,67,47,26,25
1,23,88,815,1078,11,241,132,91,34,370,238,152,90,67,47,26,25
1,24,89,816,1077,12,241,132,91,34,371,239,152,89,66,48,26,25
1,25,88,815,1078,13,241,132,91,34,371,239,152,89,66,48,26,25
1,26,88,813,1077,14,240,131,91,34,371,238,151,89,66,48,26,25
1,27,86,813,1077,15,240,131,90,34,371,238,151,88,66,48,26,25
1,28,87,813,1076,15,240,130,90,34,373,237,151,88,65,49,26,25
1,29,88,813,1077,14,240,131,90,34,376,237,150,88,65,49,26,25
1,30,87,814,1076,14,240,130,91,34,375,237,150,88,65,49,26,25
1,31,88,813,1077,11,243,130,91,34,378,237,150,88,65,49,26,25
1,32,83,812,1082,12,243,130,91,34,377,236,151,88,65,49,26,25
1,33,85,812,1081,12,241,130,92,34,379,235,152,88,63,51,26,25
1,34,85,811,1081,13,239,131,92,33,379,236,152,87,63,50,26,25
1,35,82,813,1078,13,239,131,92,33,377,235,152,86,64,50,26,25
1,36,82,814,1078,13,239,131,92,33,377,235,153,86,64,50,26,25
1,37,81,816,1077,13,240,131,91,34,377,234,153,86,64,50,26,25
1,38,86,818,1076,13,238,133,91,34,379,234,152,86,65,50,26,25
1,39,86,818,1074,13,238,133,91,34,377,233,153,86,65,50,26,25
1,40,87,816,1074,13,238,132,92,34,375,235,152,87,64,50,26,25
1,41,85,814,1074,14,237,132,92,34,375,234,152,87,64,50,26,25
1,42,82,816,1074,15,238,132,92,34,376,234,152,87,64,50,26,25
1,43,80,817,1075,15,238,132,92,34,376,234,151,87,65,48,28,25
1,44,80,816,1074,14,238,132,92,34,375,235,151,87,65,48,28,24
1,45,81,816,1074,13,239,132,92,34,377,234,152,86,66,48,28,24
1,46,79,817,1075,13,239,132,92,34,376,235,152,86,66,48,28,24
1,47,79,816,1073,13,239,130,92,34,374,236,151,85,65,49,28,24
1,48,81,818,1073,13,239,130,92,34,373,238,150,87,65,49,28,24
1,49,81,815,1075,13,238,130,92,34,373,238,150,87,64,50,28,24
1,50,84,814,1074,13,238,129,93,34,377,238,149,86,65,50,28,23
1,51,84,814,1072,12,239,129,93,34,375,239,149,85,66,49,28,23
1,52,82,812,1073,13,238,130,93,34,374,241,149,85,65,49,28,23
1,53,83,811,1073,13,237,131,93,34,376,241,149,85,65,49,28,23
1,54,85,809,1073,12,237,132,93,34,376,241,149,85,65,49,28,23
1,55,82,813,1070,11,238,132,93,34,375,239,151,84,65,50,28,21
1,56,84,812,1068,11,237,132,93,34,374,240,148,85,65,50,28,21
