1,1,77,818,1061,0,0,0,0,0,365,235,143,94,67,43,24,30
1,2,78,818,1061,0,0,0,0,0,366,235,143,94,66,44,24,30
1,3,78,815,1064,0,0,0,0,0,365,237,143,94,66,44,24,30
1,4,84,815,1063,0,0,0,0,0,367,236,145,93,66,44,25,28
1,5,84,815,1062,0,0,0,0,0,367,236,145,93,66,44,25,26
1,6,83,816,1063,0,0,0,0,0,368,235,145,94,66,44,25,26
1,7,83,813,1066,0,0,0,0,0,367,236,145,94,65,45,25,26
1,8,84,812,1067,0,0,0,0,0,367,236,146,94,65,45,25,26
1,9,84,811,1068,0,0,0,0,0,368,236,146,94,65,45,25,26
1,10,81,815,1069,0,0,0,0,0,367,238,146,93,66,45,25,26
1,11,81,815,1070,0,0,0,0,0,366,237,148,93,66,45,25,26
1,12,83,815,1070,0,0,0,0,0,366,237,147,94,65,45,26,26
1,13,84,814,1071,0,0,0,0,0,366,238,147,94,65,45,26,26
1,14,87,814,1071,0,0,0,0,0,366,238,148,94,65,45,26,26
1,15,86,816,1070,0,0,0,0,0,366,239,148,93,66,45,26,25
1,16,85,814,1073,0,0,0,0,0,367,237,150,92,67,45,26,25
1,17,84,817,1073,0,0,0,0,0,369,235,152,91,68,45,26,25
1,18,84,817,1074,0,0,0,0,0,369,235,152,90,69,45,26,25
1,19,85,816,1076,0,0,0,0,0,371,235,152,90,69,45,26,25
1,20,87,816,1077,0,0,0,0,0,372,236,152,89,68,47,26,25
1,21,89,816,1077,0,0,0,0,0,369,239,151,90,68,47,26,25
1,22,89,812,1046,0,0,0,0,0,350,234,149,89,67,44,26,25
1,23,87,811,1048,0,0,0,0,0,352,232,150,89,67,44,26,25
1,24,88,812,1047,0,0,0,0,0,353,233,150,88,66,45,26,25
1,25,88,811,1047,0,0,0,0,0,353,233,150,88,66,45,26,25
1,26,86,810,1047,0,0,0,0,0,353,233,149,88,66,45,26,25
1,27,83,811,1046,0,0,0,0,0,353,233,149,87,65,45,26,25
1,28,83,812,1045,0,0,0,0,0,355,232,149,87,64,46,26,25
1,29,82,813,1047,0,0,0,0,0,358,232,148,88,64,46,26,25
1,30,81,814,1046,0,0,0,0,0,357,232,148,88,64,46,26,25
1,31,83,812,1047,0,0,0,0,0,360,232,148,88,64,46,26,25
1,32,78,812,1052,0,0,0,0,0,359,231,149,88,64,46,26,25
1,33,83,812,1052,0,0,0,0,0,361,231,150,88,62,48,26,25
1,34,83,811,1052,0,0,0,0,0,361,232,150,87,62,47,26,25
1,35,83,813,1047,0,0,0,0,0,359,230,150,86,62,47,26,25
1,36,81,815,1045,0,0,0,0,0,357,230,151,86,62,47,26,25
1,37,79,817,1044,0,0,0,0,0,357,229,151,86,62,47,26,25
1,38,82,819,1042,0,0,0,0,0,359,229,150,85,63,47,26,25
1,39,83,819,1040,0,0,0,0,0,357,228,151,85,63,47,26,25
1,40,85,818,1040,0,0,0,0,0,355,230,150,86,62,47,26,25
1,41,85,817,1041,0,0,0,0,0,355,230,150,86,62,47,26,25
1,42,82,820,1041,0,0,0,0,0,356,230,150,86,62,47,26,25
1,43,81,821,1041,0,0,0,0,0,356,230,149,86,63,44,28,25
1,44,81,821,1040,0,0,0,0,0,356,231,149,86,63,44,28,23
1,45,83,821,1041,0,0,0,0,0,358,231,150,85,64,44,28,23
1,46,80,823,1041,0,0,0,0,0,356,232,150,85,64,44,28,23
1,47,77,823,1040,0,0,0,0,0,355,233,148,85,63,45,28,23
1,48,78,825,1040,0,0,0,0,0,355,234,147,87,63,45,28,23
1,49,78,823,1042,0,0,0,0,0,355,234,147,87,62,46,28,23
1,50,80,823,1041,0,0,0,0,0,359,234,146,86,63,46,28,22
1,51,82,823,1039,0,0,0,0,0,357,235,146,85,64,45,28,22
1,52,81,822,1040,0,0,0,0,0,356,237,146,85,63,45,28,22
1,53,83,821,1039,0,0,0,0,0,358,237,145,85,63,45,28,22
1,54,83,820,1040,0,0,0,0,0,358,238,145,85,63,45,28,22
1,55,81,825,1037,0,0,0,0,0,357,236,147,84,63,46,28,20
1,56,84,825,1034,0,0,0,0,0,356,236,144,85,63,46,28,20
1,57,83,826,1031,0,0,0,0,0,357,237,143,85,63,46,28,18
1,58,86,826,1032,0,0,0,0,0,356,239,140,88,63,46,28,18
1,59,86,825,1031,0,0,0,0,0,355,238,140,88,63,46,28,18
1,60,85,824,1031,0,0,0,0,0,352,240,139,88,63,46,28,18
1,61,85,824,1030,0,0,0,0,0,355,240,139,88,63,45,28,18
1,62,86,822,1032,0,0,0,0,0,355,241,138,89,62,46,28,18
