1,1,79,818,1060,0,0,0,0,0
1,2,79,818,1059,0,0,0,0,0
1,3,80,815,1061,0,0,0,0,0
1,4,84,815,1058,0,0,0,0,0
1,5,84,815,1057,0,0,0,0,0
1,6,83,816,1058,0,0,0,0,0
1,7,83,813,1061,0,0,0,0,0
1,8,83,812,1062,0,0,0,0,0
1,9,84,811,1063,0,0,0,0,0
1,10,83,815,1063,0,0,0,0,0
1,11,84,815,1064,0,0,0,0,0
1,12,84,815,1064,0,0,0,0,0
1,13,83,815,1064,0,0,0,0,0
1,14,83,815,1063,0,0,0,0,0
1,15,83,817,1062,0,0,0,0,0
1,16,85,815,1064,0,0,0,0,0
1,17,83,818,1062,0,0,0,0,0
1,18,83,818,1062,0,0,0,0,0
1,19,83,817,1063,0,0,0,0,0
1,20,83,817,1062,0,0,0,0,0
1,21,84,817,1061,0,0,0,0,0
1,22,85,812,1031,0,0,0,0,0
1,23,84,812,1033,0,0,0,0,0
1,24,83,813,1032,0,0,0,0,0
1,25,83,812,1033,0,0,0,0,0
1,26,82,812,1032,0,0,0,0,0
1,27,80,813,1033,0,0,0,0,0
1,28,81,813,1032,0,0,0,0,0
1,29,79,813,1034,0,0,0,0,0
1,30,79,814,1032,0,0,0,0,0
1,31,81,812,1033,0,0,0,0,0
1,32,75,812,1038,0,0,0,0,0
1,33,80,812,1037,0,0,0,0,0
1,34,80,811,1037,0,0,0,0,0
1,35,80,813,1036,0,0,0,0,0
1,36,79,814,1034,0,0,0,0,0
1,37,77,816,1033,0,0,0,0,0
1,38,79,818,1031,0,0,0,0,0
1,39,81,818,1029,0,0,0,0,0
1,40,83,816,1029,0,0,0,0,0
1,41,83,815,1029,0,0,0,0,0
1,42,80,818,1029,0,0,0,0,0
1,43,78,819,1028,0,0,0,0,0
1,44,78,819,1029,0,0,0,0,0
1,45,80,819,1029,0,0,0,0,0
1,46,78,821,1029,0,0,0,0,0
1,47,76,821,1027,0,0,0,0,0
1,48,77,823,1027,0,0,0,0,0
1,49,77,821,1030,0,0,0,0,0
1,50,80,821,1029,0,0,0,0,0
1,51,81,821,1027,0,0,0,0,0
1,52,82,819,1028,0,0,0,0,0
1,53,83,818,1027,0,0,0,0,0
1,54,84,817,1027,0,0,0,0,0
1,55,80,822,1026,0,0,0,0,0
1,56,82,822,1024,0,0,0,0,0
1,57,81,823,1022,0,0,0,0,0
1,58,83,823,1023,0,0,0,0,0
1,59,83,822,1023,0,0,0,0,0
1,60,83,821,1023,0,0,0,0,0
1,61,85,821,1022,0,0,0,0,0
1,62,83,821,1024,0,0,0,0,0
1,63,84,820,1023,0,0,0,0,0
