1,1,81,818,1061,0,0,0,0,0,365,235,143,94,67,43,24,30,30
1,2,81,817,1061,0,0,0,0,0,366,235,143,94,66,44,24,30,30
1,3,83,813,1064,0,0,0,0,0,365,237,143,94,66,44,24,30,30
1,4,87,813,1063,0,0,0,0,0,367,236,145,93,66,44,25,28,28
1,5,87,813,1062,0,0,0,0,0,367,236,145,93,66,44,25,26,26
1,6,88,814,1063,0,0,0,0,0,368,235,145,94,66,44,25,26,26
1,7,89,811,1066,0,0,0,0,0,367,236,145,94,65,45,25,26,26
1,8,90,810,1067,0,0,0,0,0,367,236,146,94,65,45,25,26,26
1,9,91,808,1068,0,0,0,0,0,368,236,146,94,65,45,25,26,26
1,10,87,812,1069,0,0,0,0,0,367,238,146,93,66,45,25,26,26
1,11,88,812,1070,0,0,0,0,0,366,237,148,93,66,45,25,26,26
1,12,90,811,1069,0,0,0,0,0,366,237,147,94,64,45,26,26,26
1,13,89,811,1069,0,0,0,0,0,366,238,147,94,64,45,26,25,25
1,14,89,811,1069,0,0,0,0,0,366,238,148,94,64,45,26,25,25
1,15,89,813,1069,0,0,0,0,0,366,239,148,93,65,45,26,25,25
1,16,90,811,1072,0,0,0,0,0,367,237,150,92,66,45,26,25,25
1,17,89,814,1072,0,0,0,0,0,369,235,152,91,67,45,26,25,25
1,18,88,814,1073,0,0,0,0,0,369,235,152,90,68,45,26,25,25
1,19,88,813,1075,0,0,0,0,0,371,235,152,90,68,45,26,25,25
1,20,92,813,1076,0,0,0,0,0,372,236,152,89,68,46,26,25,25
1,21,91,813,1076,0,0,0,0,0,369,239,151,90,68,46,26,25,25
1,22,91,808,1046,0,0,0,0,0,350,234,149,89,68,43,26,25,25
1,23,90,808,1048,0,0,0,0,0,352,232,150,89,68,43,26,25,25
1,24,92,808,1047,0,0,0,0,0,353,233,150,88,67,44,26,25,25
1,25,92,807,1048,0,0,0,0,0,353,233,150,88,67,44,26,25,25
1,26,90,805,1048,0,0,0,0,0,353,233,149,88,67,44,26,25,25
1,27,88,806,1049,0,0,0,0,0,353,233,149,88,67,44,26,25,25
1,28,88,806,1048,0,0,0,0,0,355,232,149,88,66,45,26,25,25
1,29,88,806,1050,0,0,0,0,0,358,232,148,89,66,45,26,25,25
