1,1,78,818,1061,0,0,0,0,0,365,235,143,94,67,43,24,30,30
1,2,78,818,1061,0,0,0,0,0,366,235,143,94,66,44,24,30,30
1,3,79,814,1064,0,0,0,0,0,365,237,143,94,66,44,24,30,30
1,4,87,814,1063,0,0,0,0,0,367,236,145,93,66,44,25,28,28
1,5,86,814,1061,0,0,0,0,0,367,236,145,93,66,44,25,25,25
1,6,86,815,1061,0,0,0,0,0,368,235,144,94,66,44,25,25,25
1,7,87,812,1064,0,0,0,0,0,367,236,144,94,65,45,25,25,25
1,8,87,811,1065,0,0,0,0,0,367,236,145,94,65,45,25,25,25
1,9,86,810,1066,0,0,0,0,0,368,236,145,94,65,45,25,25,25
1,10,84,814,1067,0,0,0,0,0,367,238,145,93,66,45,25,25,25
1,11,84,814,1068,0,0,0,0,0,366,237,147,93,66,45,25,25,25
1,12,84,814,1069,0,0,0,0,0,367,237,146,94,65,45,26,25,25
1,13,84,814,1070,0,0,0,0,0,367,238,146,94,65,45,26,25,25
1,14,87,814,1070,0,0,0,0,0,367,238,147,94,65,45,26,25,25
1,15,85,816,1070,0,0,0,0,0,367,239,147,93,66,45,26,25,25
1,16,84,814,1073,0,0,0,0,0,368,237,149,92,67,45,26,25,25
1,17,83,817,1073,0,0,0,0,0,370,235,151,91,68,45,26,25,25
1,18,82,817,1073,0,0,0,0,0,369,235,151,90,69,45,26,25,25
1,19,81,816,1075,0,0,0,0,0,371,235,151,90,69,45,26,25,25
1,20,85,814,1076,0,0,0,0,0,372,236,151,89,68,47,26,25,25
1,21,88,814,1076,0,0,0,0,0,369,239,150,90,68,47,26,25,25
1,22,90,809,1045,0,0,0,0,0,350,234,148,89,67,44,26,25,25
1,23,88,809,1047,0,0,0,0,0,352,232,149,89,67,44,26,25,25
1,24,90,810,1046,0,0,0,0,0,353,233,149,88,66,45,26,25,25
1,25,89,809,1047,0,0,0,0,0,353,233,149,88,66,45,26,25,25
1,26,87,806,1047,0,0,0,0,0,354,232,149,88,66,45,26,24,24
1,27,85,807,1046,0,0,0,0,0,354,232,149,87,66,45,26,23,23
1,28,84,807,1045,0,0,0,0,0,356,231,149,87,65,46,26,23,23
1,29,83,807,1047,0,0,0,0,0,359,231,148,88,65,46,26,23,23
1,30,82,808,1045,0,0,0,0,0,358,231,148,88,64,46,26,23,23
1,31,84,806,1046,0,0,0,0,0,361,231,148,88,64,46,26,23,23
1,32,78,806,1050,0,0,0,0,0,360,230,149,88,64,45,26,23,23
1,33,82,806,1049,0,0,0,0,0,362,229,150,88,62,47,26,23,23
