7300,1,4085,1,2,8,3724,237,0,0,0,0,0,0,0,0,0,0,0,0,622.0696826,6.097603688,0,2.5,-2.5,-0.919950575,0,0,0,3,0,0,143099,0,0,0,0,0,0,0,0,1,0,0,0
7300,2,4085,1,2,8,3724,237,0,0,0,0,0,0,0,0,0,0,0,0,622.0696826,6.097603688,0,2.5,-2.5,-0.919950575,0,0,0,3,0,0,143099,0,0,0,0,0,0,0,0,1,0,0,0
7300,3,3973,1,2,8,3619,167,0,354,0,25.44,0,3.58704,0,0,0,0,0,0,608.9044601,20.61886654,0,2.5,1.08704,0.400009229,0,0,0,3,0,0,143738,0,0,0,0,0,0,0,0,4,0,0,0
7300,4,3973,1,2,8,3619,167,0,354,0,25.44,0,3.58704,0,0,0,0,0,0,608.9044601,20.61886654,0,2.5,1.08704,0.400009229,0,0,0,3,0,0,143738,0,0,0,0,0,0,0,0,4,0,0,0
7300,5,3957,1,2,8,3577,277,0,0,0,0,0,0,0,0,0,0,0,0,639.477445,6.225135951,0,2.5,-2.5,-0.919950575,0,0,0,3,0,0,143197,0,0,0,0,0,0,0,0,1,0,0,0
7300,6,3957,1,2,8,3577,277,0,0,0,0,0,0,0,0,0,0,0,0,639.477445,6.225135951,0,2.5,-2.5,-0.919950575,0,0,0,3,0,0,143197,0,0,0,0,0,0,0,0,1,0,0,0
7300,7,3935,1,2,8,3472,276,0,0,0,0,0,0,0,0,0,0,0,0,638.9579901,6.221343004,0,2.5,-2.5,-0.919950575,0,0,0,3,0,0,143590,0,0,0,0,0,0,0,0,1,0,0,0
7300,8,3935,1,2,8,3472,276,0,0,0,0,0,0,0,0,0,0,0,0,638.9579901,6.221343004,0,2.5,-2.5,-0.919950575,0,0,0,3,0,0,143590,0,0,0,0,0,0,0,0,1,0,0,0
7300,9,3915,1,2,8,3661,193,0,254,0,30.44,0,4.29204,0,0,0,0,0,0,620.345581,22.49761626,0,2.5,1.79204,0.659435291,0,0,0,3,0,0,142127,0,0,0,0,0,0,0,0,4,0,0,0
7300,10,3915,1,2,8,3661,193,0,254,0,30.44,0,4.29204,0,0,0,0,0,0,620.345581,22.49761626,0,2.5,1.79204,0.659435291,0,0,0,3,0,0,142127,0,0,0,0,0,0,0,0,4,0,0,0
